distance,colour_rmse,class_a,class_b,cross_class,file_a,file_b
0,1.021258414898012,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.37.11 PM.png,Screen Shot 2018-06-07 at 2.37.11 PM.png
0,1.0280885885143036,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.47.13 PM.png,Screen Shot 2018-06-07 at 2.47.13 PM.png
0,1.0303025951146585,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.59.52 PM.png,Screen Shot 2018-06-07 at 2.59.52 PM.png
0,1.0366022722497443,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.11.16 PM.png,Screen Shot 2018-06-08 at 5.11.16 PM.png
0,1.0397377974758828,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.11.02 PM.png,Screen Shot 2018-06-08 at 5.11.02 PM.png
0,1.0419270507893854,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.22.58 PM.png,Screen Shot 2018-06-08 at 5.22.58 PM.png
0,1.0431759898662034,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.17.25 PM.png,Screen Shot 2018-06-07 at 2.17.25 PM.png
0,1.05125792704106,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.03.34 PM.png,Screen Shot 2018-06-08 at 5.03.34 PM.png
0,1.0731694685991273,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.13.02 PM.png,Screen Shot 2018-06-08 at 5.13.02 PM.png
0,1.0766520735595135,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.43.54 PM.png,Screen Shot 2018-06-07 at 2.43.54 PM.png
0,1.076803235662548,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.00.46 PM.png,Screen Shot 2018-06-07 at 3.00.46 PM.png
0,1.077256594704035,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.13.40 PM.png,Screen Shot 2018-06-08 at 5.13.40 PM.png
0,1.0852347096365835,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.32.33 PM.png,Screen Shot 2018-06-08 at 5.32.33 PM.png
0,1.0879309490955758,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.38.54 PM.png,Screen Shot 2018-06-08 at 2.38.54 PM.png
0,1.09181376235449,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.34.51 PM.png,Screen Shot 2018-06-08 at 2.34.51 PM.png
0,1.0924098933092834,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.17.10 PM.png,Screen Shot 2018-06-08 at 5.17.10 PM.png
0,1.0992421631894098,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.37.53 PM.png,Screen Shot 2018-06-08 at 2.37.53 PM.png
0,1.1069148190654359,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.00.17 PM.png,Screen Shot 2018-06-07 at 3.00.17 PM.png
0,1.1075028216668343,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.15.01 PM.png,Screen Shot 2018-06-08 at 5.15.01 PM.png
0,1.114534656257938,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.07.32 PM.png,Screen Shot 2018-06-08 at 5.07.32 PM.png
0,1.1223928122542481,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.43.29 PM.png,Screen Shot 2018-06-08 at 2.43.29 PM.png
0,1.1241316092878093,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.08.46 PM.png,Screen Shot 2018-06-08 at 5.08.46 PM.png
0,1.1257231472110125,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.26.44 PM.png,Screen Shot 2018-06-08 at 2.26.44 PM.png
0,1.1324981604105735,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.45.58 PM.png,Screen Shot 2018-06-08 at 2.45.58 PM.png
0,1.1382323649706447,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.01.08 PM.png,Screen Shot 2018-06-08 at 5.01.08 PM.png
0,1.139090005955046,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.24.35 PM.png,Screen Shot 2018-06-08 at 5.24.35 PM.png
0,1.1423716649292968,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.12.20 PM.png,Screen Shot 2018-06-08 at 5.12.20 PM.png
0,1.1439378261076953,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.25.43 PM.png,Screen Shot 2018-06-08 at 2.25.43 PM.png
0,1.1476311653430586,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.37.32 PM.png,Screen Shot 2018-06-07 at 2.37.32 PM.png
0,1.151736686848749,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.34.18 PM.png,Screen Shot 2018-06-07 at 2.34.18 PM.png
0,1.1524430571616109,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.24.35 PM.png,Screen Shot 2018-06-07 at 2.24.35 PM.png
0,1.165643152226844,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.20.56 PM.png,Screen Shot 2018-06-07 at 2.20.56 PM.png
0,1.168989503089456,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.16.44 PM.png,Screen Shot 2018-06-08 at 5.16.44 PM.png
0,1.1707981163149634,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.09.25 PM.png,Screen Shot 2018-06-08 at 5.09.25 PM.png
0,1.1714929932924623,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.34.42 PM.png,Screen Shot 2018-06-08 at 2.34.42 PM.png
0,1.1730202736952162,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.03.05 PM.png,Screen Shot 2018-06-08 at 5.03.05 PM.png
0,1.1749612138988532,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.46.43 PM.png,Screen Shot 2018-06-07 at 2.46.43 PM.png
0,1.1821425199611086,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.47.30 PM.png,Screen Shot 2018-06-08 at 2.47.30 PM.png
0,1.1881851093860194,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.53.20 PM.png,Screen Shot 2018-06-07 at 2.53.20 PM.png
0,1.188459042556088,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.46.50 PM.png,Screen Shot 2018-06-08 at 2.46.50 PM.png
0,1.191331537957983,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.20.51 PM.png,Screen Shot 2018-06-08 at 5.20.51 PM.png
0,1.1941971239428326,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.27.27 PM.png,Screen Shot 2018-06-08 at 5.27.27 PM.png
0,1.1944696783510245,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.42.06 PM.png,Screen Shot 2018-06-08 at 2.42.06 PM.png
0,1.197191809680749,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.00.03 PM.png,Screen Shot 2018-06-08 at 5.00.03 PM.png
0,1.2047810572188349,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.38.38 PM.png,Screen Shot 2018-06-07 at 2.38.38 PM.png
0,1.2064011131598533,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.38.49 PM.png,Screen Shot 2018-06-07 at 2.38.49 PM.png
0,1.206940648568382,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.40.30 PM.png,Screen Shot 2018-06-08 at 2.40.30 PM.png
0,1.2158084158972855,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 4.59.49 PM.png,Screen Shot 2018-06-08 at 4.59.49 PM.png
0,1.2232821713870161,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.25.02 PM.png,Screen Shot 2018-06-08 at 5.25.02 PM.png
0,1.2260730844176186,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.33.11 PM.png,Screen Shot 2018-06-08 at 5.33.11 PM.png
0,1.2284602489837972,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.34.36 PM.png,Screen Shot 2018-06-07 at 2.34.36 PM.png
0,1.228592733238589,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.11.08 PM.png,Screen Shot 2018-06-08 at 5.11.08 PM.png
0,1.2336165919090636,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.30.26 PM.png,Screen Shot 2018-06-08 at 2.30.26 PM.png
0,1.23625252780328,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.24.09 PM.png,Screen Shot 2018-06-08 at 2.24.09 PM.png
0,1.2383572367589788,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.23.40 PM.png,Screen Shot 2018-06-08 at 2.23.40 PM.png
0,1.2433416415048602,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.52.05 PM.png,Screen Shot 2018-06-08 at 2.52.05 PM.png
0,1.2615353162581961,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.01.01 PM.png,Screen Shot 2018-06-08 at 5.01.01 PM.png
0,1.269124534209836,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.24.26 PM.png,Screen Shot 2018-06-08 at 5.24.26 PM.png
0,1.2723266499475152,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.43.34 PM.png,Screen Shot 2018-06-07 at 2.43.34 PM.png
0,1.274499493265232,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.57.13 PM.png,Screen Shot 2018-06-07 at 2.57.13 PM.png
0,1.3007910253636694,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.02.24 PM.png,Screen Shot 2018-06-07 at 3.02.24 PM.png
0,1.3012914258535633,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.03.17 PM.png,Screen Shot 2018-06-08 at 5.03.17 PM.png
0,1.3069077291454052,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.26.13 PM.png,Screen Shot 2018-06-08 at 5.26.13 PM.png
0,1.4212166516169635,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.13.18 PM.png,Screen Shot 2018-06-08 at 5.13.18 PM.png
0,1.4213311688929735,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.40.09 PM.png,Screen Shot 2018-06-08 at 2.40.09 PM.png
0,1.4333045660872872,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.28.00 PM.png,Screen Shot 2018-06-08 at 2.28.00 PM.png
0,1.5074683868990422,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.01.54 PM.png,Screen Shot 2018-06-07 at 3.01.54 PM.png
0,1.680444354677258,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.36.06 PM.png,Screen Shot 2018-06-07 at 2.36.06 PM.png
0,1.8125897966261793,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.10.37 PM.png,Screen Shot 2018-06-08 at 5.10.37 PM.png
0,5.328193731228248,RottenApple,RottenApple,False,Screen Shot 2018-06-07 at 2.41.32 PM.png,Screen Shot 2018-06-07 at 2.42.25 PM.png
0,5.648677020624682,RipeApple,RipeApple,False,Screen Shot 2018-06-08 at 5.00.12 PM.png,Screen Shot 2018-06-08 at 5.10.11 PM.png
0,5.822376242065319,RipeApple,RipeApple,False,rotated_by_15_Screen Shot 2018-06-08 at 5.00.12 PM.png,rotated_by_15_Screen Shot 2018-06-08 at 5.10.11 PM.png
0,7.103150892679014,RottenApple,RottenApple,False,rotated_by_45_Screen Shot 2018-06-07 at 2.41.32 PM.png,rotated_by_45_Screen Shot 2018-06-07 at 2.42.25 PM.png
0,7.370496506342025,RipeApple,RipeApple,False,translation_Screen Shot 2018-06-08 at 5.00.12 PM.png,translation_Screen Shot 2018-06-08 at 5.10.11 PM.png
1,0.9906792177592099,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.52.44 PM.png,Screen Shot 2018-06-07 at 2.52.44 PM.png
1,0.9982080298381362,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.06.47 PM.png,Screen Shot 2018-06-08 at 5.06.47 PM.png
1,1.0013012367248264,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.17.04 PM.png,Screen Shot 2018-06-08 at 5.17.04 PM.png
1,1.0072975913303874,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.17.42 PM.png,Screen Shot 2018-06-08 at 5.17.42 PM.png
1,1.013097817340458,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.20.26 PM.png,Screen Shot 2018-06-08 at 5.20.26 PM.png
1,1.0183856710500203,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.20.17 PM.png,Screen Shot 2018-06-08 at 5.20.17 PM.png
1,1.0191844676831896,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.37.13 PM.png,Screen Shot 2018-06-08 at 2.37.13 PM.png
1,1.0245997694221876,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.29.07 PM.png,Screen Shot 2018-06-08 at 5.29.07 PM.png
1,1.024758609787365,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.43.13 PM.png,Screen Shot 2018-06-07 at 2.43.13 PM.png
1,1.0269797953221864,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.26.05 PM.png,Screen Shot 2018-06-08 at 5.26.05 PM.png
1,1.032196535307109,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.23.48 PM.png,Screen Shot 2018-06-08 at 2.23.48 PM.png
1,1.0359740283906735,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.43.26 PM.png,Screen Shot 2018-06-07 at 2.43.26 PM.png
1,1.036916251439816,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 4.59.57 PM.png,Screen Shot 2018-06-08 at 4.59.57 PM.png
1,1.0373870420436144,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.57.26 PM.png,Screen Shot 2018-06-07 at 2.57.26 PM.png
1,1.0387981336621663,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.11.24 PM.png,Screen Shot 2018-06-08 at 5.11.24 PM.png
1,1.0398943255606952,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.42.18 PM.png,Screen Shot 2018-06-07 at 2.42.18 PM.png
1,1.0428638953222356,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.14.07 PM.png,Screen Shot 2018-06-08 at 5.14.07 PM.png
1,1.0452023328842444,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.05.27 PM.png,Screen Shot 2018-06-08 at 5.05.27 PM.png
1,1.048932989597842,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.00.35 PM.png,Screen Shot 2018-06-08 at 5.00.35 PM.png
1,1.0537322062554604,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.06.22 PM.png,Screen Shot 2018-06-07 at 3.06.22 PM.png
1,1.0724108840209832,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.35.10 PM.png,Screen Shot 2018-06-08 at 2.35.10 PM.png
1,1.082080605823799,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.47.27 PM.png,Screen Shot 2018-06-07 at 2.47.27 PM.png
1,1.0847846848568614,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.00.33 PM.png,Screen Shot 2018-06-07 at 3.00.33 PM.png
1,1.0901727214070256,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.26.58 PM.png,Screen Shot 2018-06-08 at 5.26.58 PM.png
1,1.0941963375007249,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.04.42 PM.png,Screen Shot 2018-06-08 at 5.04.42 PM.png
1,1.0965737359308463,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.30.31 PM.png,Screen Shot 2018-06-08 at 2.30.31 PM.png
1,1.1045596784842968,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.05.58 PM.png,Screen Shot 2018-06-07 at 3.05.58 PM.png
1,1.1079436188272398,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.20.46 PM.png,Screen Shot 2018-06-07 at 2.20.46 PM.png
1,1.1098517168222668,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.36.55 PM.png,Screen Shot 2018-06-08 at 2.36.55 PM.png
1,1.1119029296660747,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.40.48 PM.png,Screen Shot 2018-06-07 at 2.40.48 PM.png
1,1.1132195706598047,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.34.21 PM.png,Screen Shot 2018-06-08 at 5.34.21 PM.png
1,1.1157023199163236,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.00.26 PM.png,Screen Shot 2018-06-08 at 5.00.26 PM.png
1,1.1202155205584325,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.22.53 PM.png,Screen Shot 2018-06-08 at 5.22.53 PM.png
1,1.1231176381691577,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.53.14 PM.png,Screen Shot 2018-06-08 at 2.53.14 PM.png
1,1.1255785549366748,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.44.26 PM.png,Screen Shot 2018-06-07 at 2.44.26 PM.png
1,1.1330728867405957,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.31.16 PM.png,Screen Shot 2018-06-08 at 2.31.16 PM.png
1,1.1336473217010659,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.19.47 PM.png,Screen Shot 2018-06-08 at 5.19.47 PM.png
1,1.1408033536357907,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.42.38 PM.png,Screen Shot 2018-06-08 at 2.42.38 PM.png
1,1.142656581173889,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.48.00 PM.png,Screen Shot 2018-06-08 at 2.48.00 PM.png
1,1.143653229057363,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.21.44 PM.png,Screen Shot 2018-06-08 at 5.21.44 PM.png
1,1.1457859838701698,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.41.07 PM.png,Screen Shot 2018-06-07 at 2.41.07 PM.png
1,1.1483400610591503,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.20.56 PM.png,Screen Shot 2018-06-08 at 5.20.56 PM.png
1,1.1500396279404173,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.30.40 PM.png,Screen Shot 2018-06-08 at 2.30.40 PM.png
1,1.1520192869479227,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.18.58 PM.png,Screen Shot 2018-06-08 at 5.18.58 PM.png
1,1.1569536147429018,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.03.59 PM.png,Screen Shot 2018-06-08 at 5.03.59 PM.png
1,1.1572349408539881,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.37.19 PM.png,Screen Shot 2018-06-08 at 2.37.19 PM.png
1,1.159202311936963,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.55.27 PM.png,Screen Shot 2018-06-07 at 2.55.27 PM.png
1,1.1593427106914216,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.37.24 PM.png,Screen Shot 2018-06-08 at 2.37.24 PM.png
1,1.1627071947972685,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.44.51 PM.png,Screen Shot 2018-06-07 at 2.44.51 PM.png
1,1.1642460006373223,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.38.08 PM.png,Screen Shot 2018-06-08 at 2.38.08 PM.png
1,1.1714929932924623,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.16.33 PM.png,Screen Shot 2018-06-08 at 5.16.33 PM.png
1,1.1792476415070754,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.44.13 PM.png,Screen Shot 2018-06-08 at 2.44.13 PM.png
1,1.1797995945639808,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.10.03 PM.png,Screen Shot 2018-06-08 at 5.10.03 PM.png
1,1.1803512895179413,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.31.59 PM.png,Screen Shot 2018-06-07 at 2.31.59 PM.png
1,1.182693122003055,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.33.55 PM.png,Screen Shot 2018-06-08 at 5.33.55 PM.png
1,1.1853049888812022,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 3.02.09 PM.png,Screen Shot 2018-06-07 at 3.02.09 PM.png
1,1.185716862984864,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.17.22 PM.png,Screen Shot 2018-06-08 at 5.17.22 PM.png
1,1.186540182280679,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.18.42 PM.png,Screen Shot 2018-06-08 at 5.18.42 PM.png
1,1.1866773466279703,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.46.52 PM.png,Screen Shot 2018-06-07 at 2.46.52 PM.png
1,1.192424001771182,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.57.17 PM.png,Screen Shot 2018-06-07 at 2.57.17 PM.png
1,1.192424001771182,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.48.15 PM.png,Screen Shot 2018-06-08 at 2.48.15 PM.png
1,1.1925604893812864,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.19.35 PM.png,Screen Shot 2018-06-08 at 5.19.35 PM.png
1,1.1926969613722787,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.25.54 PM.png,Screen Shot 2018-06-08 at 5.25.54 PM.png
1,1.1995007642070652,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.50.38 PM.png,Screen Shot 2018-06-08 at 2.50.38 PM.png
1,1.2004502193621636,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.31.23 PM.png,Screen Shot 2018-06-08 at 2.31.23 PM.png
1,1.2046459542122738,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.21.40 PM.png,Screen Shot 2018-06-08 at 5.21.40 PM.png
1,1.206536019630855,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.17.15 PM.png,Screen Shot 2018-06-07 at 2.17.15 PM.png
1,1.2108450905600325,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.27.19 PM.png,Screen Shot 2018-06-08 at 5.27.19 PM.png
1,1.2151388809514738,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.18.12 PM.png,Screen Shot 2018-06-08 at 5.18.12 PM.png
1,1.2154067391892587,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.25.33 PM.png,Screen Shot 2018-06-08 at 5.25.33 PM.png
1,1.2163437785017852,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.03.26 PM.png,Screen Shot 2018-06-08 at 5.03.26 PM.png
1,1.221151480161245,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-07 at 2.40.28 PM.png,Screen Shot 2018-06-07 at 2.40.28 PM.png
1,1.2218177203112854,RipeApple,RipeApple,False,saltandpepper_Screen Shot 2018-06-08 at 5.33.47 PM.png,Screen Shot 2018-06-08 at 5.33.47 PM.png
1,1.2244790558981944,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.47.37 PM.png,Screen Shot 2018-06-08 at 2.47.37 PM.png
1,1.2287252032085938,RottenApple,RottenApple,False,saltandpepper_Screen Shot 2018-06-08 at 2.28.23 PM.png,Screen Shot 2018-06-08 at 2.28.23 PM.png
